,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,SalePrice
904,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,40,288,1778,75.0,0,599,0,0,0,6173,125500
905,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,56,280,2119,110.0,0,354,0,290,0,9920,128000
906,RL,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,865,3259,208.0,0,63,0,0,0,13501,255000
907,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,Attchd,WD,Normal,19,180,3074,0.0,0,223,1037,0,0,11500,250000
908,RL,Pave,Low,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,23,484,1766,0.0,164,301,0,324,0,8885,131000
909,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,390,2226,0.0,36,0,742,0,0,12589,174000
910,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,Detchd,WD,Normal,50,480,3379,361.0,0,443,1169,0,0,11600,154300
911,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Normal,20,252,2536,0.0,173,196,0,0,0,9286,143500
912,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Abnorml,56,450,1783,0.0,0,489,0,0,620,6120,88000
913,RH,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,2Types,WD,Normal,57,871,3003,0.0,0,284,1001,0,0,6270,145000
914,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,New,Partial,0,528,1836,76.0,0,294,612,0,0,3000,173733
915,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,37,286,1638,80.0,0,0,546,0,0,2001,75000
916,C (all),Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,CBlock,GasA,FuseA,Detchd,WD,Abnorml,56,308,960,0.0,0,50,0,0,0,9000,35311
917,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,FuseA,Attchd,WD,Normal,53,284,2363,0.0,0,1059,0,0,0,17140,135000
918,RL,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,16,833,3231,0.0,72,48,1215,634,0,13125,238000
919,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,6,601,2598,0.0,0,528,0,411,0,11029,176500
920,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,13,471,2649,105.0,300,814,785,0,0,8462,201000
921,RL,Pave,Lvl,AllPub,Inside,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,,WD,Normal,5,0,3472,0.0,0,1084,928,0,0,8777,145900
922,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,397,2632,0.0,100,28,0,0,0,10237,169990
923,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,14,533,3221,0.0,0,165,0,841,0,8012,193000
924,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,26,612,3372,157.0,384,625,0,1061,0,10240,207500
925,RL,Pave,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Abnorml,31,540,2252,0.0,180,767,0,93,0,15611,175000
926,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,3,656,3555,340.0,104,0,1140,0,0,11999,285000
927,RL,Pave,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,40,486,2810,342.0,0,552,880,0,0,9900,176000
928,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,522,3541,0.0,202,0,0,0,0,11838,236500
929,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,BuiltIn,WD,Normal,9,642,3200,285.0,0,0,1243,0,0,13006,222000
930,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,610,2932,0.0,100,16,0,0,0,8925,201000
931,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,44,429,1850,0.0,0,338,0,466,0,9100,117500
932,RL,Pave,Lvl,AllPub,Corner,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,ImStucc,PConc,GasA,SBrkr,Attchd,WD,Normal,1,788,3810,302.0,0,0,0,0,0,11670,320000
933,RL,Pave,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,5,570,3000,210.0,192,20,0,0,0,8487,190000
934,RL,Pave,HLS,AllPub,Inside,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,1,505,2654,0.0,0,425,0,0,0,27650,242000
935,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,53,528,1347,108.0,0,0,0,0,0,5825,79900
936,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,555,2376,,0,833,0,0,0,10083,184900
937,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,689,3084,0.0,0,341,858,0,0,9675,253000
938,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,868,3353,0.0,0,464,571,0,0,8760,239799
939,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,COD,Normal,60,349,3435,0.0,56,0,1196,0,0,24090,244400
940,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,30,574,3456,0.0,40,936,0,396,0,12640,150900
941,RL,Pave,Lvl,AllPub,FR2,Gilbert,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,10,390,3052,298.0,0,772,1038,0,0,8755,214000
942,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,,Oth,Abnorml,30,0,2880,0.0,321,1440,0,0,0,7711,150000
943,RL,Pave,Low,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,40,576,3264,0.0,0,0,0,0,0,25000,143000
944,RL,Pave,Lvl,NoSeWa,CulDSac,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,FuseA,Basment,COD,Abnorml,51,525,2163,541.0,0,111,0,354,0,14375,137500
945,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,13,456,2957,0.0,48,1088,561,0,0,8820,124900
946,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,47,796,2288,128.0,86,748,0,294,0,8163,143000
947,RL,Pave,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,808,3245,236.0,0,1300,0,0,0,14536,270000
948,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,474,2712,144.0,144,0,840,0,0,14006,192500
949,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,4,676,2542,0.0,0,982,0,0,0,9360,197500
950,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,5,720,1728,0.0,194,398,0,149,0,7200,129000
951,RH,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Abnorml,41,300,1793,0.0,421,641,0,0,0,7800,119900
952,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,WdShing,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,6,396,1536,0.0,192,660,0,0,0,7200,133900
953,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,39,530,2752,232.0,305,562,800,193,400,11075,172000
954,RL,Pave,Lvl,AllPub,CulDSac,Edwards,Norm,Norm,Duplex,SFoyer,Flat,Tar&Grv,WdShing,Plywood,CBlock,GasA,SBrkr,,WD,AdjLand,31,0,1925,250.0,0,945,0,0,0,9400,127500
955,RH,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseF,Attchd,WD,Normal,57,492,2937,423.0,0,484,979,0,0,7136,145000
956,RM,Pave,Lvl,AllPub,Inside,Blueste,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,29,462,1790,0.0,150,285,668,0,0,1300,124000
957,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,45,576,2114,0.0,0,417,0,0,0,7420,132000
958,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,531,2674,0.0,0,699,0,0,0,8450,185000
959,FV,Pave,Lvl,AllPub,FR2,Somerst,Norm,Norm,Twnhs,2Story,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,11,484,2112,0.0,0,604,720,0,0,2572,155000
960,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,CBlock,GasA,SBrkr,,WD,Normal,2,0,1716,0.0,117,696,0,0,0,7207,116500
961,RL,Pave,Lvl,AllPub,Corner,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,13,619,4202,424.0,550,896,1330,0,0,12227,272000
962,RL,Pave,Lvl,AllPub,Corner,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,GasA,SBrkr,Detchd,WD,Normal,31,440,2352,0.0,48,556,744,0,0,2308,155000
963,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,702,3600,0.0,288,0,0,0,0,11923,239000
964,RL,Pave,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,7,510,2711,44.0,0,624,1070,0,0,11316,214900
965,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,393,2267,0.0,0,0,701,0,0,10237,178900
966,RL,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,59,256,2036,0.0,0,428,332,0,0,9600,160000
967,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,53,260,2196,151.0,0,902,0,0,0,7390,135000
968,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkTil,Grav,SBrkr,,WD,Abnorml,59,0,1568,0.0,0,0,368,0,0,5925,37900
969,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,2fmCon,SLvl,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,ConLD,Normal,48,264,1683,105.0,0,513,0,0,0,10382,140000
970,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,CBlock,GasA,FuseA,,WD,Abnorml,56,0,1912,0.0,0,0,472,0,0,10800,135000
971,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,PConc,GasA,SBrkr,BuiltIn,WD,Normal,5,474,2390,106.0,0,567,862,0,0,2268,173000
972,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,264,1836,0.0,28,0,0,0,0,7892,99500
973,FV,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,New,Partial,0,480,2856,,0,0,0,0,0,11639,182000
974,RL,Pave,Lvl,AllPub,Corner,BrkSide,RRAn,Feedr,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkTil,GasA,SBrkr,Detchd,WD,Normal,16,532,2747,0.0,509,0,883,0,0,11414,167500
975,FV,Pave,Lvl,AllPub,FR2,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,6,490,2055,0.0,153,641,709,0,0,2651,165000
976,RL,Pave,Bnk,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,FuseA,,WD,Normal,48,0,1309,0.0,0,0,0,0,0,5900,85500
977,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,569,2482,,0,1106,0,0,0,4274,199900
978,RL,Pave,Bnk,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Abnorml,53,400,1788,0.0,0,552,0,0,0,9450,110000
979,RL,Pave,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,46,480,2242,0.0,0,651,0,0,0,8816,139000
980,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,1,588,1943,210.0,144,867,0,0,0,12122,178400
981,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,676,3837,975.0,250,854,1336,0,0,12203,336000
982,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,388,2532,16.0,100,0,0,0,0,3182,159895
983,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,779,3418,0.0,0,0,1141,0,0,11250,255900
984,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1.5Fin,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,COD,Normal,32,539,1734,0.0,0,0,432,0,0,10125,126000
985,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasW,SBrkr,Detchd,ConLD,Normal,58,240,2328,0.0,0,1040,0,0,0,10880,125000
986,RM,Pave,Lvl,AllPub,Corner,OldTown,Feedr,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,3,255,2120,0.0,394,0,634,0,0,5310,117000
987,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,606,3870,450.0,168,1646,0,0,0,10159,395192
988,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,551,2878,298.0,0,156,912,0,0,12046,195000
989,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,614,2346,0.0,0,0,798,0,0,8125,197000
990,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,870,3788,423.0,0,1074,985,0,0,9452,348000
991,RM,Pave,Lvl,AllPub,Corner,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Attchd,WD,Normal,23,424,2658,0.0,0,216,826,0,0,17671,168000
992,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,14,440,2673,340.0,239,536,831,117,0,9760,187000
993,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,564,2250,0.0,0,0,750,0,0,8846,173900
994,RL,Pave,Lvl,AllPub,FR2,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,786,3418,230.0,216,1172,0,0,0,12456,337500
995,RL,Pave,Lvl,AllPub,Inside,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Abnorml,56,305,1977,0.0,0,384,456,0,0,4712,121600
996,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,COD,Normal,45,368,2100,0.0,0,915,0,0,0,10659,136500
997,RL,Pave,Lvl,AllPub,Inside,NWAmes,PosA,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,39,615,2884,571.0,371,0,0,0,0,11717,185000
998,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,56,210,2084,0.0,0,0,0,0,0,9786,91000
999,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,632,2395,24.0,105,686,0,0,0,6762,206000
1000,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,BrkComm,Brk Cmn,Slab,GasW,FuseF,Detchd,WD,Normal,57,528,944,0.0,0,0,0,0,0,10206,82000
1001,RL,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,FuseA,Detchd,WD,Abnorml,57,216,1382,0.0,0,0,0,0,0,5400,86000
1002,RL,Pave,Lvl,AllPub,Inside,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,824,3148,53.0,144,24,0,0,0,11957,232000
1003,RL,Pave,Lvl,AllPub,Corner,NWAmes,Feedr,RRAn,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,31,528,3360,164.0,0,0,0,0,0,11500,136905
1004,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,457,2850,16.0,156,16,0,0,0,3182,181000
1005,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,328,1970,220.0,210,595,0,0,0,8385,149900
1006,RL,Pave,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,37,484,3314,0.0,0,1237,0,0,0,12155,163500
1007,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,39,286,1638,0.0,238,273,546,273,0,2217,88000
1008,RL,Pave,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,550,3420,108.0,100,0,0,0,0,12118,240000
1009,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,,WD,Normal,56,0,2530,0.0,0,0,0,0,0,6000,102000
1010,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,58,312,1991,0.0,0,0,551,0,0,21286,135000
1011,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,Hip,CompShg,AsphShn,AsphShn,CBlock,GasA,SBrkr,,WD,Normal,45,0,1664,0.0,0,0,0,0,0,9825,100000
1012,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,11,180,2104,0.0,96,0,602,0,0,10592,165000
1013,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,Stucco,BrkTil,GasW,SBrkr,Detchd,WD,Normal,3,280,2044,0.0,0,247,0,465,0,7200,85000
1014,RL,Pave,Lvl,AllPub,Inside,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,57,240,2164,206.0,0,336,0,0,0,11664,119200
1015,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,528,2475,0.0,0,643,855,0,0,8400,227000
1016,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,13,478,3008,196.0,115,690,0,0,0,11883,203000
