,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Scaled_OverallQal,Scaled_SalePrice
883,884,75,RL,60.0,6204,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,GasA,TA,N,SBrkr,954,795,481,5,1,TA,10,Typ,0,,Detchd,1997.0,Unf,1,440,TA,Gd,Y,0,0,,,,0,2006,WD,Normal,118500,3025,188,2.0,1.0,6.123233995736766e-17,-1.526837126882538,-0.7858871206544681
884,885,20,RL,65.0,7150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,0,460,GasA,TA,Y,SBrkr,892,0,0,3,1,TA,5,Typ,0,,Attchd,1967.0,RFn,1,288,TA,TA,Y,0,0,,GdWo,,0,2009,WD,Normal,100000,1784,0,1.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-1.0191698828727525
885,886,120,FV,50.0,5119,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,GasA,Ex,Y,SBrkr,1709,0,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,0,,,,0,2008,CWD,Abnorml,328900,3407,65,3.0,0.5,0.8660254037844387,2.115044872484828,1.8672314291145609
886,887,90,RL,70.0,8393,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,GasA,Ex,Y,SBrkr,1712,0,0,4,2,TA,8,Typ,0,,Attchd,2005.0,Fin,2,588,TA,TA,Y,272,0,,,,0,2006,WD,Family,145000,3338,54,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.45172532612557426
887,888,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,GasA,TA,Y,SBrkr,872,521,0,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,,,,0,2008,WD,Normal,135500,2209,265,1.5,0.8660254037844387,-0.4999999999999998,-0.7984607270090649,-0.571519176994423
888,889,20,RL,95.0,15865,Pave,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,GasA,Ex,Y,SBrkr,2217,0,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,0,,,,0,2007,WD,Normal,268000,4434,431,3.0,-0.8660254037844386,0.5000000000000001,1.3866684726113547,1.0992897956500463
889,890,20,RL,128.0,12160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,GasA,Ex,Y,SBrkr,1505,0,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,,,,0,2009,WD,Normal,149500,3010,162,2.0,0.8660254037844386,0.5000000000000001,-0.07008432713559168,-0.3949808704508564
890,891,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,GasA,Ex,Y,SBrkr,672,252,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,,MnPrv,Shed,2000,2007,WD,Normal,122900,1596,0,1.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.7304036528836328
891,892,60,RL,70.0,11184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,GasA,Gd,Y,SBrkr,918,765,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,,,,0,2009,WD,Normal,172500,2601,0,2.5,-0.4999999999999997,-0.8660254037844388,-0.07008432713559168,-0.10495365255785419
892,893,20,RL,70.0,8414,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,GasA,TA,Y,SBrkr,1068,0,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,,MnPrv,,0,2006,WD,Normal,154500,2127,0,1.5,0.8660254037844386,0.5000000000000001,-0.07008432713559168,-0.3319314752567255
893,894,20,RL,,13284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,GasA,TA,Y,SBrkr,1383,0,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,0,,GdPrv,,0,2008,WD,Normal,165000,2766,116,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.19952774534905057
894,895,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,1535,0,0,4,2,TA,8,Typ,0,,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,,,,0,2009,WD,Alloca,118858,1535,0,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.7813727839585684
895,896,60,RL,71.0,7056,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,GasA,TA,Y,SBrkr,983,813,0,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,0,,,,0,2008,WD,Normal,140000,2576,50,2.5,-0.8660254037844386,0.5000000000000001,-0.07008432713559168,-0.5147747213197051
896,897,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,GasA,Ex,N,SBrkr,951,0,0,2,1,TA,6,Typ,0,,Detchd,1936.0,Unf,1,327,TA,TA,Y,0,0,,,,0,2006,WD,Abnorml,106500,1902,28,1.0,0.8660254037844387,-0.4999999999999998,-1.526837126882538,-0.9372056691203823
897,898,90,RL,64.0,7018,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,1120,1120,0,6,2,TA,12,Typ,0,,Detchd,1979.0,Unf,2,528,TA,TA,Y,154,0,,,,0,2009,WD,Alloca,142953,2240,0,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.4775377485180514
898,899,20,RL,100.0,12919,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,GasA,Ex,Y,SBrkr,2364,0,0,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,0,0,,,,0,2010,New,Partial,611657,4694,67,3.5,1.0,6.123233995736766e-17,2.115044872484828,5.432762996495936
899,900,20,RL,65.0,6993,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,GasA,TA,Y,SBrkr,1236,0,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0,0,,,,0,2006,WD,Normal,135000,2148,0,1.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.577824116513836
900,901,20,RL,,7340,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,GasA,TA,Y,SBrkr,858,0,0,2,1,TA,4,Typ,0,,Detchd,1979.0,Unf,1,684,TA,TA,Y,0,0,,,,0,2007,WD,Normal,110000,1716,0,1.0,1.2246467991473532e-16,-1.0,-1.526837126882538,-0.8930710924844907
901,902,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,GasA,TA,Y,SBrkr,1306,0,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,,,,0,2009,WD,Normal,153000,2298,0,2.0,0.5,-0.8660254037844387,-0.7984607270090649,-0.3508462938149648
902,903,60,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,783,GasA,Ex,Y,SBrkr,807,702,0,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,0,0,,,,0,2006,WD,Normal,180000,2292,75,2.5,-0.4999999999999997,-0.8660254037844388,0.6582920727378816,-0.01037955976665782
903,904,20,RL,50.0,14859,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,GasA,Ex,Y,SBrkr,1670,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,144,0,,,,0,2006,New,Partial,240000,3340,60,2.0,-0.8660254037844384,-0.5000000000000004,0.6582920727378816,0.7462131825629131
904,905,20,RL,,6173,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,0,277,GasA,TA,Y,SBrkr,902,0,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Unf,1,288,TA,TA,Y,0,0,,MnPrv,,0,2007,WD,Normal,125500,1778,0,1.0,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,-0.6976179673826848
905,906,20,RL,80.0,9920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,GasA,TA,Y,SBrkr,1063,0,0,3,1,TA,6,Typ,0,,Attchd,1954.0,RFn,1,280,TA,TA,Y,0,0,,MnPrv,,0,2010,WD,Normal,128000,2119,164,2.0,0.8660254037844386,0.5000000000000001,-0.7984607270090649,-0.6660932697856193
906,907,20,RL,116.0,13501,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,GasA,Ex,Y,SBrkr,1636,0,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,0,,,,0,2007,WD,Normal,255000,3259,60,3.0,1.2246467991473532e-16,-1.0,1.3866684726113547,0.9353613681453059
907,908,50,RL,86.0,11500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223,Unf,0,794,GasA,Gd,Y,SBrkr,1020,1037,0,3,1,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1,180,Fa,TA,Y,0,0,,,,0,2006,WD,Normal,250000,3074,322,1.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.872311972951175
908,909,20,RL,,8885,Pave,,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301,ALQ,324,239,GasA,TA,Y,SBrkr,902,0,0,2,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2,484,TA,TA,Y,164,0,,MnPrv,,0,2006,WD,Normal,131000,1766,0,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.6282636326691408
909,910,60,RL,149.0,12589,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,742,GasA,Ex,Y,SBrkr,742,742,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,36,0,,,,0,2009,WD,Normal,174000,2226,24,2.5,1.2246467991473532e-16,-1.0,-0.07008432713559168,-0.08603883399961491
910,911,90,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443,Unf,0,662,GasA,TA,Y,FuseA,1105,1169,0,5,2,TA,12,Typ,0,,Detchd,1960.0,Unf,2,480,TA,TA,Y,0,0,,,,0,2010,WD,Normal,154300,3379,0,2.0,0.5,0.8660254037844387,-0.7984607270090649,-0.3344534510644907
911,912,20,RL,,9286,Pave,,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196,Unf,0,1072,GasA,TA,Y,SBrkr,1268,0,0,3,1,Gd,5,Typ,0,,Detchd,1978.0,Unf,1,252,TA,TA,Y,173,0,,,,0,2009,WD,Normal,143500,2536,0,1.5,-0.8660254037844386,0.5000000000000001,-0.7984607270090649,-0.4706401446838135
912,913,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,489,Unf,0,279,GasA,TA,N,SBrkr,1015,0,0,3,1,TA,6,Min1,0,,Detchd,1925.0,Unf,1,450,TA,TA,Y,0,0,,MnPrv,Shed,620,2006,WD,Abnorml,88000,1783,232,1.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-1.1704884313386668
913,914,90,RH,82.0,6270,Pave,,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,284,Unf,0,717,GasA,TA,N,FuseA,1001,1001,0,4,2,TA,8,Typ,0,,2Types,1949.0,Unf,3,871,TA,TA,Y,0,0,,,,0,2007,WD,Normal,145000,3003,0,2.0,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,-0.45172532612557426
914,915,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294,Unf,0,318,GasA,Ex,Y,SBrkr,612,612,0,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,0,,,,0,2009,New,Partial,173733,1836,234,2.5,1.2246467991473532e-16,-1.0,-0.07008432713559168,-0.08940567170298151
915,916,160,RM,21.0,2001,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,GasA,Fa,Y,SBrkr,546,546,0,3,1,TA,6,Typ,0,,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,,,,0,2007,WD,Normal,75000,1638,0,1.5,0.5,0.8660254037844387,-1.526837126882538,-1.334416858843407
916,917,20,C (all),50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50,Unf,0,430,GasA,TA,N,FuseA,480,0,0,1,1,TA,4,Typ,0,,Detchd,1958.0,Unf,1,308,TA,TA,Y,0,0,,,,0,2006,WD,Abnorml,35311,960,0,1.0,-0.8660254037844386,0.5000000000000001,-2.9835899266294845,-1.8348903480153795
917,918,20,RL,,17140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059,Unf,0,75,GasA,Ex,Y,FuseA,1229,0,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1,284,TA,TA,Y,0,0,,,,0,2009,WD,Normal,135000,2363,0,1.0,0.8660254037844387,-0.4999999999999998,-1.526837126882538,-0.577824116513836
918,919,60,RL,103.0,13125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48,GLQ,634,422,GasA,Ex,Y,SBrkr,912,1215,0,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,833,TA,TA,Y,72,0,,GdPrv,,0,2007,WD,Normal,238000,3231,416,3.5,-0.5000000000000004,0.8660254037844384,0.6582920727378816,0.7209934244852608
919,920,20,RL,87.0,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,528,BLQ,411,245,GasA,Ex,Y,SBrkr,1414,0,0,3,1,TA,6,Min1,1,TA,Attchd,1990.0,Unf,2,601,TA,TA,Y,0,0,,,,0,2008,WD,Normal,176500,2598,241,2.0,0.5,-0.8660254037844387,-0.07008432713559168,-0.054514136402549464
920,921,60,RL,70.0,8462,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814,Unf,0,114,GasA,Ex,Y,SBrkr,936,785,0,3,1,Gd,7,Typ,0,,Attchd,1994.0,RFn,2,471,TA,TA,Y,300,0,,,,0,2007,WD,Normal,201000,2649,87,3.0,-0.4999999999999997,-0.8660254037844388,-0.07008432713559168,0.25442790004869204
921,922,90,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084,Unf,0,188,GasA,Gd,Y,SBrkr,1272,928,0,4,2,TA,9,Typ,0,,,,,0,0,,,N,0,0,,GdPrv,,0,2008,WD,Normal,145900,3472,70,5.0,-1.0,-1.8369701987210292e-16,-0.7984607270090649,-0.44037643499063067
922,923,20,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,28,Unf,0,1288,GasA,Ex,Y,SBrkr,1316,0,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,0,,,,0,2006,New,Partial,169990,2632,23,2.0,-0.8660254037844386,0.5000000000000001,-0.07008432713559168,-0.1366044489453079
923,924,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165,GLQ,841,598,GasA,Ex,Y,SBrkr,1617,0,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,533,TA,TA,Y,0,0,,,,0,2008,WD,Normal,193000,3221,69,3.0,-0.4999999999999997,-0.8660254037844388,-0.07008432713559168,0.15354886773808257
924,925,20,RL,79.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,625,LwQ,1061,0,GasA,TA,Y,SBrkr,1686,0,0,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,612,TA,TA,Y,384,0,,,,0,2006,WD,Normal,207500,3372,131,3.0,0.5,-0.8660254037844387,-0.07008432713559168,0.3363921138010622
925,926,20,RL,,15611,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,767,LwQ,93,266,GasA,TA,Y,SBrkr,1126,0,0,3,1,Ex,6,Typ,0,,Attchd,1977.0,RFn,2,540,TA,TA,Y,180,0,,,,0,2008,WD,Abnorml,175000,2252,0,2.5,1.0,6.123233995736766e-17,-0.7984607270090649,-0.07342895496078873
926,927,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1181,GasA,Ex,Y,SBrkr,1234,1140,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656,TA,TA,Y,104,0,,,,0,2007,WD,Normal,285000,3555,100,2.5,0.5,-0.8660254037844387,1.3866684726113547,1.3136577393100914
927,928,60,RL,,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,TA,TA,CBlock,TA,TA,No,BLQ,552,Unf,0,280,GasA,Gd,Y,SBrkr,1098,880,0,4,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,486,TA,TA,Y,0,0,,GdPrv,,0,2008,WD,Normal,176000,2810,43,2.5,0.8660254037844387,-0.4999999999999998,0.6582920727378816,-0.060819075921962555
928,929,20,RL,,11838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1753,GasA,Ex,Y,SBrkr,1788,0,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,202,0,,,,0,2009,WD,Normal,236500,3541,151,2.0,1.2246467991473532e-16,-1.0,1.3866684726113547,0.7020786059270215
929,930,60,RL,,13006,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,964,GasA,Gd,Y,SBrkr,993,1243,0,4,1,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642,TA,TA,Y,0,0,,,,0,2006,WD,Normal,222000,3200,0,2.5,-0.5000000000000004,0.8660254037844384,0.6582920727378816,0.5192353598640419
930,931,20,RL,73.0,8925,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1450,GasA,Ex,Y,SBrkr,1466,0,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,3,610,TA,TA,Y,100,0,,,,0,2009,WD,Normal,201000,2932,18,2.0,-0.4999999999999997,-0.8660254037844388,1.3866684726113547,0.25442790004869204
